# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 0.00647271 0.0121368 1.92773
2000 0.0103889 0.00147218 4.09138
3000 0.00917368 -0.00166884 6.18465
4000 -0.0279725 -0.00575673 8.1636
5000 0.0240587 0.0112936 10.0933
6000 -0.00606099 -0.0157738 11.9169
7000 0.00482871 0.0171152 13.7372
8000 0.00361623 -0.000828319 15.4732
9000 -0.011392 0.00815723 17.1811
10000 0.0167946 -0.00467635 18.8581
11000 0.0040979 -0.00103904 20.4677
12000 0.00245104 0.0127115 22.0712
13000 0.00215719 -0.0036325 23.6141
14000 0.00535607 0.0059735 25.1035
15000 -0.000799968 0.00144299 26.5574
16000 -0.00808342 0.00105391 27.9797
17000 0.00805048 0.00049185 29.3543
18000 0.0120465 0.016748 30.6809
19000 -0.0047221 -0.00969222 31.9474
20000 0.00251484 0.00473512 33.214
21000 0.00912779 0.00434845 34.4082
22000 -0.00237764 -0.000126046 35.5248
23000 -0.00154891 -0.00337932 36.6122
24000 0.00172466 0.013312 37.6584
25000 0.00535843 -0.00418538 38.6893
26000 0.00829008 0.00236429 39.6748
27000 -0.00744817 0.0101696 40.6072
28000 0.00540103 -0.00563443 41.4973
29000 0.011479 -0.000967367 42.3331
30000 -0.000708467 0.00912371 43.1304
31000 -0.00306018 0.00271126 43.8993
32000 0.00358169 -0.00447339 44.6183
33000 -0.00397246 0.00780628 45.3354
34000 0.00928661 0.00136148 45.988
35000 -0.00234995 0.000590278 46.5772
36000 -0.00193892 0.00462223 47.1567
37000 0.00862733 0.00239642 47.7503
38000 0.00499041 0.00230157 48.2429
39000 0.000335344 0.000154013 48.7638
40000 0.00635734 0.00420017 49.235
41000 -0.00887021 -0.00101462 49.677
42000 0.0175486 0.000729241 50.1236
43000 -0.00657932 0.00235874 50.5688
44000 -0.00519501 0.00829384 50.9893
45000 0.0110283 0.00328138 51.3869
46000 0.00577267 -0.00350431 51.8043
47000 -0.00583284 0.0050144 52.1884
48000 0.000552871 -0.00023397 52.6041
49000 0.0104941 0.000481535 53.0068
50000 0.000752578 0.00444466 53.4309
51000 -0.0016961 0.00348035 53.8727
52000 0.00261857 -0.00103809 54.3318
53000 0.00281035 0.00605276 54.8339
54000 -0.00227059 -0.00344995 55.3517
55000 0.00447375 0.00280685 55.9036
56000 0.0078203 0.00556112 56.5045
57000 -0.00254318 0.00224287 57.1629
58000 0.00385434 0.0037883 57.9156
59000 -0.00148587 -0.00316039 58.7491
60000 0.00326357 0.00519089 59.7261
61000 0.00279387 0.00173684 60.8166
62000 0.00277144 0.00443203 62.1164
63000 0.0051668 -0.00113472 63.5915
64000 -0.00313924 0.00391056 65.2195
65000 0.00528954 0.00304448 67.0858
66000 0.00635582 0.000461337 69.1276
67000 -0.00270885 0.00400094 71.3472
68000 0.00348623 0.00127628 73.7188
69000 0.00134401 0.00537728 76.2582
70000 0.00329792 0.00118106 78.8914
71000 0.00161899 0.00247453 81.6913
72000 0.000288644 0.00336577 84.626
73000 0.00756656 0.000275649 87.7498
74000 0.000777844 0.00163399 91.0697
75000 -0.000994833 0.00216442 94.67
76000 -0.00262373 0.00078673 97.9706
77000 -0.0293166 -0.0337968 78.0416
78000 -0.0147886 -0.0155027 54.624
79000 -0.00335036 -0.00465814 38.9088
80000 -0.00308159 -0.000377372 31.4883
81000 -0.000615242 0.0031762 26.5527
82000 -0.000270497 -0.00347615 22.425
83000 -0.0046232 -0.00274776 17.5781
84000 -0.00459919 -0.00607277 9.71772
85000 0.00238978 0.000504542 -0.266724
86000 0.00344853 0.00807624 -6.34544
87000 -0.0270287 -0.000569517 -3.29027
88000 0.0121397 -0.013325 -2.1416
89000 -0.0447359 -0.00696364 -0.714041
90000 6.49379e-05 -0.0251111 -0.241695
91000 -0.020739 0.00205298 -1.06459
92000 -0.00494315 -0.0290035 -0.50893
93000 0.00522421 0.0231157 -0.212099
94000 -0.030971 -0.0294327 -0.566081
95000 0.0197332 0.00795708 -0.0748553
96000 0.0189738 0.00133525 -0.0836765
97000 -0.0174361 -0.00129767 -0.55418
98000 -0.0076412 -0.0141697 -0.42574
99000 0.0197741 0.00364534 -0.226452
100000 -0.0145372 -0.0137825 -0.394744
