# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 -0.00249859 0.00264277 2.01024
2000 0.00486321 0.0182668 4.60952
3000 -0.0125256 -0.0128592 7.11895
4000 0.0219897 0.00661496 9.55535
5000 -0.00494743 -0.00944486 11.8797
6000 0.00392558 0.0151786 14.1445
7000 -0.00296736 0.00450834 16.3334
8000 -0.000292003 -0.00495357 18.4766
9000 0.0156252 0.0049802 20.5664
10000 -0.0066903 -0.00872881 22.5823
11000 0.00360921 0.0185455 24.5704
12000 -0.00895029 -0.00500673 26.4867
13000 0.0163463 0.00445636 28.3808
14000 -0.00449431 -0.00593631 30.2072
15000 0.00905939 0.00773073 31.979
16000 -0.00662108 0.00268824 33.6877
17000 0.000748024 0.00492309 35.3546
18000 0.00764062 -0.000591868 36.9688
19000 0.0019364 -0.0041777 38.5192
20000 0.00540884 0.00893756 40.0164
21000 -0.00674595 -0.00121689 41.4642
22000 0.00301439 0.00871083 42.8574
23000 0.00727374 -0.00169037 44.197
24000 -0.0012289 -0.00662516 45.4798
25000 0.0069079 0.00843266 46.7067
26000 -0.00638216 0.00160802 47.8772
27000 0.00326806 0.00522338 49.0015
28000 0.00365397 -0.00159053 50.0791
29000 0.0029428 -0.00250099 51.0979
30000 0.00279866 0.003483 52.0738
31000 -0.0030934 0.00493753 52.9975
32000 0.00064004 0.00456843 53.8739
33000 0.00702853 -0.000880717 54.7113
34000 1.1156e-05 -0.000871282 55.5048
35000 0.000727944 -0.00128015 56.2611
36000 0.00159304 0.00119808 56.9703
37000 0.00161263 0.0093771 57.6461
38000 0.00154141 0.00375214 58.2896
39000 0.00235515 -0.00313638 58.9043
40000 0.0018704 -0.00346742 59.4854
41000 0.000745717 0.00152354 60.0545
42000 -0.000962752 0.00413229 60.5987
43000 0.000609495 0.00588533 61.1337
44000 0.00229908 0.00192835 61.6539
45000 0.00508426 -0.00130808 62.1661
46000 0.00274578 0.000199115 62.6806
47000 -0.0011513 -0.00157385 63.1946
48000 0.00167966 0.00759211 63.7153
49000 -0.00263804 0.00216309 64.239
50000 0.00196069 -0.000264323 64.7803
51000 0.00433617 -0.0014564 65.3189
52000 0.00323967 -0.000423755 65.8879
53000 0.000488156 0.000703938 66.4741
54000 0.00152202 0.00499667 67.0972
55000 -0.000840605 0.0041796 67.7718
56000 -2.8225e-05 0.000702428 68.4893
57000 0.00316088 -0.000860194 69.2968
58000 0.00288129 -0.00019453 70.1756
59000 0.00667343 0.00485677 71.1439
60000 -0.00491804 -2.06839e-06 72.2788
61000 0.0032766 0.00328631 73.6077
62000 0.000311682 0.000934418 75.1187
63000 0.000872941 0.00124514 76.8383
64000 0.00383732 0.00165114 78.8351
65000 0.00505755 0.00110454 81.0367
66000 -5.13763e-06 0.00109011 83.5394
67000 0.00110157 0.00388132 86.2108
68000 -0.00139305 -0.00103904 89.0907
69000 0.00451598 0.00672 92.1759
70000 -0.00237404 -0.00213704 95.387
71000 0.00730971 0.00365502 98.7854
72000 -0.000900911 -0.000126952 102.321
73000 0.00330365 0.0023906 106.06
74000 0.00403607 0.00258321 110.054
75000 0.000520645 0.00263713 114.331
76000 0.00266698 0.0031487 118.938
77000 0.00296153 0.00255187 123.893
78000 -0.0139486 -0.0175065 118.586
79000 -0.0342992 -0.0321005 80.7574
80000 -0.00856885 -0.00714821 55.1861
81000 0.00202548 0.00202501 41.6758
82000 0.000973333 0.000852566 35.0925
83000 0.000937749 0.000787846 29.9611
84000 -0.00124722 -0.00122931 24.9793
85000 -0.00340397 -0.00339863 17.2049
86000 -0.00284167 -0.00298425 6.37029
87000 0.00148114 0.0018437 -5.36694
88000 0.0201135 0.0199502 -16.3151
89000 -0.0228302 -0.0146777 -2.31804
90000 -0.00296278 -0.00718234 -0.562862
91000 -0.001497 0.00412834 -0.542625
92000 -0.00316825 -0.0119946 -0.484578
93000 0.000465726 0.00282228 -0.512526
94000 -0.0103777 0.00963446 -0.66664
95000 0.00643586 -0.0185255 -0.494969
96000 0.0159481 0.00377021 -0.395406
97000 0.00883432 0.00443454 -0.176773
98000 0.00382613 0.0216441 -0.182261
99000 0.00411292 0.0133877 -0.161539
100000 0.0114132 -0.00813651 0.324182
