Strain,Fracture Stress (GPa)
0.0,0.969452311955146
0.000494999999999946,2.8833235848945
0.000995000000000111,0.200222212496789
0.00149500000000005,5.19501231631206
0.00199499999999998,4.46933496596527
0.00249499999999992,2.8345535558765
0.00299500000000009,4.09059519878013
0.00349500000000002,5.31221871116532
0.00399499999999996,4.53504027704313
0.00449500000000001,5.2571219429707
0.00499500000000006,5.73511563705366
0.00549499999999999,5.60128874198351
0.00599499999999993,5.55635554690965
0.0064950000000001,5.44783878142629
0.00699500000000003,6.43034990267011
0.00749499999999997,5.80873358270924
0.0079949999999999,5.90444295011117
0.00849500000000007,6.41377902089853
0.00899500000000001,7.08671084892106
0.00949499999999994,7.50762856302103
0.00999500000000011,6.32061726764358
0.010495,7.43065356432092
0.010995,7.55378173780889
0.0114949999999999,7.61407555713074
0.0119950000000001,7.77103838545734
0.012495,8.21449462086595
0.012995,8.32538787666214
0.013495,8.40608402461079
0.0139950000000001,8.69655614947613
0.014495,8.92002800042165
0.0149949999999999,9.19617762192735
0.0154950000000001,9.15075513595437
0.015995,9.43337223809619
0.016495,10.0292248089004
0.0169949999999999,9.78142476717543
0.0174950000000001,10.5736599257817
0.017995,10.5483749377815
0.0184949999999999,10.583396635557
0.0189950000000001,10.8035976683369
0.019495,10.6897362665838
0.019995,11.1528227293857
0.0204949999999999,11.2638712133926
0.0209950000000001,11.6160275250671
0.021495,12.0924578090794
0.0219949999999999,11.7071910628571
0.0224950000000001,11.8651948842849
0.0229950000000001,12.3553355922598
0.023495,11.9554700800288
0.0239949999999999,12.6910019350074
0.0244950000000001,12.4227780146025
0.024995,12.7253964185065
0.025495,12.9416230557546
0.025995,13.5516010577739
0.0264950000000001,13.1294148315148
0.026995,13.5553642923691
0.0274949999999999,13.7748045777898
0.0279950000000001,14.1325778979022
0.028495,14.1453279761104
0.028995,14.3084742116087
0.0294949999999999,14.253658677857
0.0299950000000001,14.7156404440218
0.030495,14.6599491489456
0.0309949999999999,15.0012803673049
0.0314950000000001,15.001196513005
0.031995,15.5075637350689
0.032495,15.646189294263
0.0329949999999999,15.7126589050841
0.0334950000000001,15.9534473811785
0.033995,16.2586478267222
0.034495,16.2681932178711
0.034995,16.4061973292501
0.0354949999999999,16.5946260728702
0.0359950000000001,17.2196160871105
0.036495,16.8094528579687
0.036995,17.2878799790296
0.0374949999999999,17.6126817675421
0.0379950000000001,17.6323526626864
0.038495,17.9256140339795
0.038995,18.1307072280116
0.0394950000000001,18.2044709789381
0.0399950000000001,18.3492226946629
0.040495,18.7881702181396
0.0409949999999999,18.8498903089718
0.0414950000000001,19.1196195327657
0.041995,18.8463129715597
0.042495,19.5247376690804
0.0429950000000001,19.4873835495773
0.0434950000000001,19.5504302662499
0.043995,19.4550507862225
0.0444949999999999,19.8096595173502
0.0449950000000001,20.005677272975
0.045495,20.1762248822021
0.045995,20.1890207795915
0.0464949999999999,20.5282472350995
0.0469950000000001,21.0431289486907
0.047495,20.8087637557196
0.0479949999999999,20.9756917678145
0.0484950000000001,21.0387781582448
0.0489950000000001,21.4220977270424
0.049495,21.5717205833042
0.0499949999999999,21.8814806609835
0.0504950000000001,21.8153242137628
0.050995,22.2818909138939
0.051495,22.3999250677005
0.0519949999999999,22.5863027888159
0.0524950000000001,22.5374376452367
0.052995,22.7820837575295
0.0534949999999999,22.7510211223745
0.0539950000000001,22.969964899629
0.054495,23.2483806333264
0.054995,23.3511186498851
0.0554949999999999,23.6791865339327
0.0559950000000001,23.6767693430627
0.056495,23.7039216003791
0.0569949999999999,23.9467704478347
0.0574950000000001,24.3399545447052
0.057995,24.3938861431198
0.058495,24.3901388303929
0.0589949999999999,24.5386939684925
0.0594950000000001,24.745941735897
0.059995,25.0744233818032
0.060495,25.0793239455981
0.0609950000000001,25.335213435621
0.0614950000000001,25.5317546123406
0.061995,25.5589914570824
0.0624949999999999,25.8653222084321
0.0629950000000001,25.9065558827758
0.063495,26.1730015266053
0.063995,26.4494911076861
0.0644950000000001,26.30459836919
0.0649950000000001,26.6628922212448
0.065495,26.8201839283804
0.0659949999999999,26.7786869020309
0.0664950000000001,27.3292381803974
0.066995,27.3360493543154
0.067495,27.5617713326322
0.0679949999999999,27.4106304023997
0.0684950000000001,27.862079223084
0.068995,27.9180113874052
0.069495,28.0573682507645
0.0699949999999999,28.033214711815
0.0704950000000001,28.5367693711781
0.070995,28.421624788233
0.0714949999999999,28.8714195745258
0.0719950000000001,29.0172184772462
0.072495,29.0100792606742
0.072995,29.0137891417508
0.0734949999999999,29.5808864298347
0.0739950000000001,29.5842000612295
0.074495,29.3226824605674
0.0749949999999999,29.6432690434696
0.0754950000000001,30.1219402704766
0.075995,30.3006333062436
0.076495,30.2754703890267
0.0769949999999999,30.3270049290108
0.0774950000000001,30.4999457541149
0.077995,30.8296394478912
0.078495,30.6919290864018
0.0789950000000001,30.6812789338055
0.0794950000000001,30.7938432076852
0.079995,30.9345224216846
0.0804949999999999,30.794070464106
0.0809950000000001,30.7746990472324
0.081495,31.0478600260836
0.081995,30.9775047248742
0.0824950000000001,31.035958112006
0.0829950000000001,31.0213982673073
0.083495,31.3224192665968
0.0839949999999999,31.1507685261608
0.0844950000000001,31.2494303740496
0.084995,31.3377631475452
0.085495,31.4826716677269
0.0859950000000001,31.647425497235
0.0864950000000001,32.0006327088602
0.086995,32.2644682955451
0.0874949999999999,32.2361623514987
0.0879950000000001,32.3567152521284
0.088495,32.5228943438784
0.088995,32.4995024078223
0.0894950000000001,32.7121887436191
0.0899950000000001,33.0545647029464
0.090495,33.3173133243244
