# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 0.159608 -0.00655654 1.88374
2000 -0.0365899 -0.0670033 5.50569
3000 -0.027032 -0.00333286 8.39519
4000 -0.0252528 0.0657907 11.1367
5000 -0.0271465 0.0176364 13.7105
6000 -0.0181795 0.00910409 16.2635
7000 0.0132618 0.013632 18.7927
8000 0.0161873 -0.00660093 21.2154
9000 0.00178306 -0.00760637 23.6161
10000 0.000302255 0.0103803 25.9559
11000 -0.000407157 0.00776354 28.2323
12000 -0.0108754 0.00816677 30.4796
13000 0.00603756 0.00555242 32.6599
14000 0.0148179 -0.00136918 34.8099
15000 -0.00355758 -0.000102989 36.8864
16000 0.0097601 -0.00500655 38.9164
17000 0.0142918 0.00411731 40.8582
18000 -0.0108281 0.011454 42.7371
19000 -0.00309951 0.00634403 44.5815
20000 0.00763071 -0.00546268 46.3566
21000 0.0147781 6.43745e-05 48.0726
22000 -0.0053626 0.00358372 49.716
23000 0.00552285 0.011444 51.2899
24000 0.00276862 0.00573956 52.8166
25000 0.00438797 -0.00221535 54.2883
26000 0.00842743 -0.004368 55.6893
27000 0.000701049 0.0088199 57.0386
28000 -0.0038714 0.00566989 58.3169
29000 0.0116833 0.000344153 59.5422
30000 -0.0020408 0.000726603 60.6984
31000 0.00269304 0.00639875 61.812
32000 0.00613067 0.000690701 62.8789
33000 -0.00414091 0.0032373 63.8727
34000 0.00832157 0.00463777 64.8292
35000 0.000177676 0.00629576 65.7223
36000 0.00546048 -0.00304121 66.5699
37000 0.00589397 3.7507e-05 67.3854
38000 -0.00125112 0.0109829 68.1373
39000 0.00717728 -0.00339159 68.8722
40000 0.000693228 0.00541689 69.5739
41000 0.000766983 0.00191165 70.2235
42000 0.00275343 0.00425884 70.8529
43000 0.00530879 0.000917004 71.4705
44000 0.00252937 0.00110764 72.0772
45000 0.00321849 0.00301753 72.6628
46000 0.00411763 0.00209669 73.2561
47000 -0.00145888 0.00478999 73.8209
48000 0.00358966 0.00244839 74.3901
49000 -0.000582434 0.0020103 74.9945
50000 0.00489108 0.00441407 75.6079
51000 0.00462828 2.43884e-05 76.2344
52000 -0.000715668 0.00275479 76.8831
53000 0.00349032 -0.000899283 77.5666
54000 0.00465226 0.00565881 78.2988
55000 0.00163552 0.00509505 79.0721
56000 0.00163128 0.00106169 79.9251
57000 0.00131708 0.0024637 80.855
58000 0.00666773 0.0042133 81.928
59000 0.00199999 0.00322618 83.1294
60000 0.002582 0.00075792 84.4649
61000 0.00275076 0.00665837 85.987
62000 0.000188104 0.00158627 87.7653
63000 0.00294253 0.00463273 89.8234
64000 0.00374176 0.0018965 92.0823
65000 0.0017507 0.00556 94.642
66000 0.00309594 -0.00302383 97.4539
67000 -0.000357063 0.00299314 100.542
68000 0.00203341 0.00244928 103.854
69000 0.00151348 0.00510598 107.354
70000 0.00447956 0.00438247 111.033
71000 0.00259682 0.000484894 114.894
72000 0.00383919 0.00230248 118.98
73000 0.0019797 0.00289406 123.316
74000 0.00440603 0.00380382 127.961
75000 0.0020056 0.0053135 132.934
76000 -0.00946809 -0.00678961 133.709
77000 -0.00686719 -0.0143865 106.31
78000 -0.00772013 -0.0115732 83.1543
79000 -0.00412205 -0.00535893 64.7956
80000 -0.000277073 -0.000524223 52.2812
81000 -0.00149415 -0.000374481 45.3665
82000 -0.000260426 0.00141803 40.1727
83000 -0.0011223 0.00118097 35.7296
84000 0.000109267 -0.00131532 31.7249
85000 -0.00226228 -0.00057972 26.7045
86000 -0.000708559 -0.00194695 19.2811
87000 -0.00274592 -0.000456075 9.29881
88000 -0.00263413 -0.000278605 -0.797237
89000 0.00329535 0.0121851 -10.7451
90000 -0.0116914 -0.0270768 -8.22714
91000 -0.00907669 -0.0439025 -2.99823
92000 -0.00531723 0.0181763 -0.785495
93000 -0.012503 -0.04021 -1.39
94000 -0.0155884 -0.0295923 -2.08835
95000 0.000354839 -0.0131394 -0.637816
96000 0.0059272 0.0265295 -0.367789
97000 -0.017383 -0.0414151 -1.53375
98000 -0.00115361 0.00987147 -1.05108
99000 0.00395582 0.0329887 -0.368821
100000 -0.0128881 -0.0275895 -0.90927
101000 -0.0180261 0.0356051 -0.814016
102000 -0.0149789 0.0285146 -0.00196207
103000 0.00111144 -0.00379833 -0.799584
104000 0.000239781 -0.0406216 -0.803833
105000 0.0132722 -0.0343905 -0.130267
106000 0.0101664 -0.0317997 0.119919
107000 -0.00380867 -0.0235184 -0.0131728
108000 -0.0024668 0.00142388 -0.443276
109000 -0.0122351 -0.000687842 -0.371777
110000 0.0170384 0.041057 -0.342809
111000 0.0161057 0.0508402 -0.12899
112000 0.0011775 -0.0124961 -0.321929
113000 -0.0236314 -0.0254422 -0.107341
114000 0.0152503 -0.0240623 0.052472
115000 -0.0277542 -0.0729747 -0.404041
116000 0.00176416 -0.0440439 -0.433783
117000 -0.020106 -0.00944743 0.0384046
118000 -0.0236882 -0.0292585 0.165008
119000 -0.0218856 0.000594397 0.0954922
120000 -0.0176585 -0.00685761 -0.189646
121000 -0.00766407 0.0325221 0.00710069
122000 -0.000108039 -0.00477856 -0.229822
123000 -0.00447846 0.00489705 -0.43072
124000 -0.0172904 -0.0404797 -0.272216
125000 0.00306341 0.0175798 -0.0141044
126000 -0.00279235 -0.0221163 -0.152968
127000 0.00711574 -0.0185283 -0.184027
128000 -0.00948635 -0.0239051 -0.251945
129000 0.00440865 -0.0285119 -0.38517
130000 0.0185759 -0.0345253 -0.244672
131000 -0.0165851 -0.00903241 -0.124954
132000 0.00380627 0.0172486 -0.211816
133000 -0.00794361 -0.0462278 0.0861223
134000 0.0485155 0.0787958 0.0983751
135000 -0.0111783 -0.041612 -0.256721
136000 -0.0110024 0.0104049 -0.258651
137000 0.00651216 0.0614598 0.0673666
138000 0.00575268 0.00468182 0.14942
139000 0.0138549 0.0475583 -0.0143272
140000 -0.0157797 -0.00312444 -0.355604
141000 -0.0127037 -0.0662409 -0.328187
142000 0.0358251 0.0618332 0.252952
143000 0.0234049 -0.0213388 0.104248
144000 0.00386258 -0.0357847 -0.184057
145000 -0.00275095 0.032536 -0.0692404
146000 -0.0178359 -0.036225 -0.147436
147000 -0.00681166 0.0127604 0.0224714
148000 -0.0113757 0.0401341 0.0492786
149000 -0.0284458 0.00574692 -0.120545
150000 -0.0365385 0.0505565 -0.149283
151000 -0.0165772 0.0507747 0.0131036
152000 -0.011789 0.0716698 0.152521
153000 -0.0157319 0.00950181 0.0756037
