# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 -0.0152679 -0.0177228 1.24774
2000 0.0238792 0.0231829 4.23538
3000 -0.00124281 0.000118886 7.09755
4000 0.00503049 0.00266103 9.86739
5000 0.00593261 0.00509485 12.5098
6000 0.00259836 0.00818252 15.0693
7000 -0.000347663 -0.00162622 17.5595
8000 0.00250012 0.00298794 19.9761
9000 0.00212611 0.00194159 22.3168
10000 0.00498621 0.00267411 24.6015
11000 0.000918876 0.00304491 26.8148
12000 0.0019225 -0.000920232 28.976
13000 0.00447805 0.00528987 31.0909
14000 0.00281523 0.00208501 33.1352
15000 -1.38745e-05 -0.000744213 35.114
16000 -0.000753079 0.00424038 37.0462
17000 0.0065439 0.00117506 38.8993
18000 -0.00130718 0.00698621 40.7031
19000 0.00632182 0.00106165 42.4442
20000 -0.00117096 -0.00190979 44.1187
21000 0.000270509 0.000468284 45.7365
22000 0.00326222 -0.00117367 47.2933
23000 -0.00247882 0.00703421 48.7876
24000 0.00877229 0.00180673 50.2229
25000 0.00295496 0.00809209 51.6017
26000 0.00103017 -0.00206508 52.9235
27000 -0.00135353 0.000353223 54.1801
28000 0.00426352 0.00153199 55.388
29000 0.000350213 -0.00221502 56.5329
30000 0.00381482 0.00987798 57.6242
31000 0.0052082 -0.00129376 58.6561
32000 -0.00309009 0.00684392 59.6535
33000 0.00297005 -0.00570131 60.597
34000 -7.82764e-05 0.00494184 61.4905
35000 0.00664116 0.000564101 62.3278
36000 -0.00225117 0.00345748 63.1356
37000 0.000477424 -0.00458441 63.8942
38000 0.00294568 0.00936261 64.6216
39000 0.00424254 0.000646724 65.3093
40000 -0.00278711 0.000590472 65.9804
41000 0.00430535 0.00123533 66.6236
42000 0.00144803 0.00313815 67.2478
43000 0.00142565 0.00104053 67.85
44000 0.00149237 0.000479164 68.4503
45000 0.0032954 0.0025067 69.0375
46000 -0.000138333 0.00315638 69.6303
47000 0.0019401 -0.00206154 70.2088
48000 0.00195876 0.00406784 70.7896
49000 1.31776e-05 -0.00105497 71.3943
50000 0.00474891 0.00531796 71.9953
51000 -0.000835571 -0.0025549 72.6179
52000 0.00603037 0.010395 73.2509
53000 -0.00411104 -0.0102461 73.9192
54000 0.00431659 0.0121567 74.6432
55000 0.00146291 -0.00810965 75.4104
56000 -0.000158703 0.00781683 76.2323
57000 0.00567884 0.00157874 77.1383
58000 -0.00439301 9.28901e-05 78.1164
59000 0.00466301 -0.000479413 79.2102
60000 0.00117926 0.00425888 80.4932
61000 0.00348136 0.00134029 81.9544
62000 0.000684797 -0.00188434 83.629
63000 -3.27358e-05 0.00570704 85.571
64000 0.00565462 0.00128911 87.7159
65000 -0.0010216 0.0033287 90.1762
66000 0.00439108 -0.000830636 92.9098
67000 0.00159467 0.00528254 95.9011
68000 -0.000319677 0.000608554 99.0889
69000 0.00520489 0.00100488 102.475
70000 -0.000311723 0.00360131 106.069
71000 0.00293129 0.00124655 109.813
72000 0.00168965 -0.000189833 113.731
73000 0.00150002 0.0037516 117.902
74000 0.00178967 0.00125263 122.336
75000 0.00220037 0.00259085 127.132
76000 0.00126975 0.00168517 132.342
77000 0.00426679 0.00317545 137.965
78000 -0.0102239 -0.00983287 134.154
79000 -0.00328614 -0.00447937 100.578
80000 -0.00426525 -0.00415271 75.6249
81000 -0.00170156 -0.00165766 58.4416
82000 3.78224e-06 -2.05768e-06 47.7019
83000 0.00024604 0.000229194 41.6453
84000 3.65509e-05 4.09435e-05 36.9932
85000 0.0001169 0.000115795 32.8425
86000 -0.000284129 -0.000295444 28.71
87000 -0.000603243 -0.00062375 22.7371
88000 -0.000743516 -0.000771011 14.2879
89000 -0.000580118 -0.000612654 4.60742
90000 0.000732148 0.000727818 -5.97026
91000 0.000650855 0.000564703 -21.057
92000 0.00333245 -0.0092882 -17.8066
93000 -0.00470985 -0.0178364 -3.74062
94000 -0.00987318 0.0237913 -0.754038
95000 0.00156931 -0.0173298 0.772596
96000 -0.00942685 -0.0160573 -1.40723
97000 -0.0065718 0.0220723 -1.48608
98000 0.0228269 0.0137767 -0.296016
99000 -0.00239281 -0.00301351 -0.158126
100000 0.0182616 0.030873 0.771688
