Strain,Fracture Stress (GPa)
0.0,1.27790687070175
0.000494999999999992,1.41300087594932
0.000994999999999878,-2.69097730098224
0.00149499999999998,0.550920367115939
0.00199500000000008,-1.04980933472732
0.00249500000000018,4.12607605287836
0.00299499999999985,4.53449145554792
0.00349499999999995,5.49860912063951
0.00399500000000005,1.33951083411474
0.00449500000000015,1.92147531875298
0.00499499999999982,2.10498629806292
0.00549499999999992,3.0655106927781
0.00599500000000002,5.99350395684073
0.00649500000000012,5.42908392152714
0.00699499999999979,4.59894087215612
0.00749499999999989,4.78380898108772
0.00799499999999999,6.14239355121687
0.00849500000000009,6.87452190501136
0.00899499999999998,7.01027320153127
0.00949499999999986,7.20968619306107
0.00999499999999996,6.25703542606818
0.0104950000000001,7.0717914201194
0.0109950000000002,6.96564026444892
0.0114949999999998,7.2022368805864
0.0119949999999999,8.21256467561837
0.012495,8.24336047217349
0.0129950000000001,9.15317477664015
0.0134949999999998,9.46019783473626
0.0139949999999999,9.87247948736969
0.014495,9.52695213882311
0.0149950000000001,9.71543998536112
0.015495,9.8741417006272
0.0159949999999999,10.087605873607
0.016495,10.5049571540124
0.0169950000000001,10.41503857897
0.0174950000000002,11.2851255902648
0.0179949999999998,11.3083499152545
0.0184949999999999,11.9864571731522
0.018995,12.2108064367084
0.0194950000000001,12.3789596782009
0.0199949999999998,12.639555089743
0.0204949999999999,12.6109633129888
0.020995,12.9541403674487
0.0214950000000001,12.845984721212
0.0219949999999998,13.4669523462382
0.0224949999999999,13.649239928966
0.022995,13.9728887245741
0.0234950000000001,14.3487061280308
0.023995,14.3414252852299
0.0244949999999999,15.1110948132555
0.024995,15.1565673415041
0.0254950000000001,15.5067696505903
0.0259950000000002,15.4506384510002
0.0264949999999998,15.5950802492064
0.0269949999999999,15.8212360956969
0.027495,16.2126506967946
0.0279950000000001,16.7412571462706
0.0284949999999998,16.7950594050559
0.0289949999999999,17.1424525153667
0.029495,17.0554636287755
0.0299950000000001,17.7257046360592
0.030495,17.8495148849267
0.0309949999999999,18.0975340731482
0.031495,18.298941124592
0.0319950000000001,18.315950480278
0.0324950000000002,18.733913160534
0.0329949999999999,18.9586527725684
0.0334949999999999,19.2144638197276
0.033995,19.5849143291125
0.0344950000000001,19.6995376909153
0.0349949999999998,20.0121905507061
0.0354949999999999,20.1956052370078
0.035995,20.7224170521561
0.0364950000000001,20.6318565608406
0.0369949999999998,21.0619398403422
0.0374949999999999,21.0589828695229
0.037995,21.4535027821083
0.0384950000000001,21.7101003080191
0.038995,21.8595316660607
0.0394949999999999,22.1587733822321
0.039995,22.2573675871945
0.0404950000000001,22.7568756070416
0.0409950000000002,22.9405126392001
0.0414949999999998,23.2017791961507
0.0419949999999999,23.3895638587134
0.042495,23.6828377783308
0.0429950000000001,23.8256991696103
0.0434949999999998,23.9020074567597
0.0439949999999999,24.2643885721628
0.044495,24.5596964497868
0.0449950000000001,24.7483928215735
0.045495,24.9778480221602
0.0459949999999999,25.2133899446937
0.046495,25.4510293633786
0.0469950000000001,25.6886550394006
0.0474950000000002,25.9981829960967
0.0479949999999998,26.0481141120824
0.0484949999999999,26.3848098457227
0.048995,26.5803034070048
0.0494950000000001,26.8419340133107
0.0499949999999998,27.0100182758314
0.0504949999999999,27.2847353079783
0.050995,27.5178986232693
0.0514950000000001,27.6178899852376
0.0519949999999998,27.9487663899194
0.0524949999999999,28.1813616794617
0.052995,28.4253625140444
0.0534950000000001,28.5917804590472
0.053995,28.8848820205494
0.0544949999999999,29.2224428261146
0.054995,29.2296152407468
0.0554950000000001,29.6496727763422
0.0559950000000002,29.8566732066682
0.0564949999999998,30.1035273303122
0.0569949999999999,30.1998619480296
0.057495,30.3251054373181
0.0579950000000001,30.8551995855853
0.0584949999999998,30.8984409223413
0.0589949999999999,31.0650047590683
0.059495,31.39446400805
0.0599950000000001,31.7700464181726
0.0604949999999998,31.8279057797479
0.0609949999999999,31.942880370361
0.061495,32.300040468088
0.0619950000000001,32.5684983227361
0.0624950000000002,32.7204589901242
0.0629949999999998,32.8712930455483
0.0634949999999999,33.1172373186037
0.063995,33.407949519411
0.0644950000000001,33.4816036963999
0.0649949999999998,33.6397854766192
0.0654949999999999,33.9216769977116
0.065995,34.3400875405788
0.0664950000000001,34.4052219893001
0.0669949999999998,34.5462448495988
0.0674949999999999,34.7895369735813
0.067995,35.1171339671714
0.0684950000000001,35.2209492586619
0.068995,35.4278387794182
0.0694949999999999,35.5803420315001
0.069995,35.7836981822478
0.0704950000000001,35.9785928928457
0.0709950000000002,36.1510084280287
0.0714949999999998,36.4631227071627
0.0719949999999999,36.6562765872325
0.072495,36.9426301495014
0.0729950000000001,37.1412794219626
0.0734949999999998,37.2489590444798
0.0739949999999999,37.5438599691034
0.074495,37.7200920019696
0.0749950000000001,38.0039008583438
0.075495,38.1295211061283
0.0759949999999999,38.2911290776672
0.076495,38.6582711585039
0.0769950000000001,38.7133571497309
0.0774950000000002,38.8635170179983
0.0779949999999998,38.8435751791872
0.0784949999999999,39.4363404916918
0.078995,39.626715707417
0.0794950000000001,39.7435439906638
0.0799949999999998,39.7564557974445
0.0804949999999999,39.9924494296655
0.080995,40.1438319080444
0.0814950000000001,40.5765613704719
0.0819949999999998,40.5638682184423
0.0824949999999999,40.9008607389346
0.082995,41.007705538512
0.0834950000000001,41.2753294729663
0.083995,41.2700830473976
0.0844949999999999,41.5722805408918
0.084995,41.7419812641143
0.0854950000000001,42.0386391596291
0.0859950000000002,42.1289253324963
0.0864949999999998,42.4512398791646
0.0869949999999999,42.5422719190715
0.087495,42.8957893244665
0.0879950000000001,42.9406653989408
0.0884949999999998,43.0785437107964
0.0889949999999999,43.1578606096458
0.089495,43.4282104394948
0.0899950000000001,43.7042862727623
0.090495,43.8589430069023
0.0909949999999999,44.1255589470772
0.091495,44.2634049481904
0.0919950000000001,44.3662473700348
0.0924950000000002,44.4587755602184
0.0929949999999998,44.7382313958987
0.0934949999999999,45.0236069658977
0.093995,45.0948371422298
0.0944950000000001,45.3596409815126
0.0949949999999998,45.5140921577689
0.0954949999999999,45.6013687926741
0.095995,45.8852789440541
0.0964950000000001,45.9315132068411
0.0969949999999998,46.0648300251873
0.0974949999999999,46.4030397131197
0.097995,46.6579626382504
0.0984950000000001,46.762092192727
0.098995,46.8222677083501
0.0994949999999999,46.9409515860949
0.099995,47.2135949584475
0.100495,47.4135757269904
0.100995,47.6659196194951
0.101495,47.7044062016986
0.101995,47.8237501796145
0.102495,48.0703741143049
0.102995,48.2293692911344
0.103495,48.4359282835672
0.103995,48.6339020647902
0.104495,48.7648852293507
0.104995,48.9469348634485
0.105495,48.9857588445571
0.105995,49.3741927395448
0.106495,49.3969787419471
0.106995,49.4802867653599
0.107495,49.5453923434688
0.107995,49.9220214383898
0.108495,50.0347491571065
0.108995,50.1866958986443
0.109495,50.369241950001
0.109995,50.5191480256928
0.110495,50.6422446909111
0.110995,50.7954740218451
0.111495,50.9171059939316
0.111995,51.1264644392977
0.112495,51.4149086661435
0.112995,51.5582434057372
0.113495,51.5672546572022
