# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 -0.0848964 0.068297 2.12312
2000 0.19106 -0.164089 4.87685
3000 -0.0787033 0.0970184 7.34509
4000 -0.00932208 -0.0281677 9.77519
5000 0.0451954 0.00458332 12.1342
6000 -0.0123647 0.0175538 14.3545
7000 0.00528412 -0.0250972 16.5156
8000 -0.0114505 0.0239626 18.6387
9000 0.0229804 -0.0028848 20.7213
10000 -0.00959266 0.00452179 22.7413
11000 0.00364126 -0.000949257 24.7333
12000 -0.00154981 0.00717368 26.6614
13000 0.0246611 0.000859699 28.5317
14000 -0.0117355 0.00695248 30.3428
15000 0.00917455 -0.0166506 32.1049
16000 -0.00768572 0.0226649 33.822
17000 0.0146874 -0.00575928 35.4881
18000 -0.00258336 0.00259603 37.0999
19000 0.00595425 -0.00266574 38.6461
20000 -0.00966863 0.00585642 40.1421
21000 0.00751627 -0.000449665 41.5949
22000 0.0126006 -0.00109003 42.9938
23000 -0.000823335 0.00988408 44.3308
24000 0.00192253 -0.00880161 45.6051
25000 0.003667 0.0203002 46.8355
26000 0.00473306 -0.011377 47.9964
27000 0.00112388 0.0102495 49.1336
28000 0.00828978 -0.00527603 50.2046
29000 -0.0046969 0.00856445 51.2285
30000 0.00619886 0.0014835 52.2175
31000 -0.000473968 -0.00469034 53.1478
32000 0.000651407 0.0118273 54.0301
33000 0.00937844 -0.00112824 54.8741
34000 -0.0099832 0.00408907 55.6653
35000 0.00529092 0.00467387 56.4114
36000 0.000608755 -0.00433989 57.1404
37000 0.00780562 0.0140074 57.8072
38000 1.50627e-05 -0.00407819 58.4475
39000 0.00628209 0.00605929 59.0536
40000 -0.00487279 -0.00336883 59.6208
41000 0.00310467 0.00533001 60.1826
42000 0.00381397 -5.95266e-05 60.725
43000 0.00809821 0.00797605 61.2596
44000 -0.0102066 -0.00332235 61.7739
45000 0.00941309 0.00365948 62.2845
46000 0.00344344 0.00391319 62.7802
47000 0.00101201 0.00385351 63.2795
48000 -1.4416e-05 -0.0100583 63.7853
49000 0.00531368 0.0167137 64.2801
50000 -0.00387249 -0.00628458 64.7995
51000 0.00714459 0.00682907 65.3426
52000 0.00331453 0.00710851 65.9054
53000 0.000918495 -0.00377637 66.4982
54000 -0.000933078 0.00824303 67.1286
55000 0.000434865 -0.0102994 67.7991
56000 0.00727599 0.00951475 68.5449
57000 0.00571235 0.00126258 69.3244
58000 0.00211467 0.00617367 70.2278
59000 -0.00729453 -0.00583804 71.2552
60000 0.00169267 0.00910667 72.4329
61000 0.00407516 -0.00475969 73.7688
62000 0.00336131 0.00489301 75.284
63000 0.00302423 0.00418945 77.0436
64000 -0.000274698 -0.000685883 79.0333
65000 0.00337196 0.00578352 81.2413
66000 0.00116996 -0.00150916 83.6632
67000 0.00307955 0.00655742 86.3285
68000 0.00237591 0.000899402 89.1899
69000 0.00587017 0.00146689 92.2259
70000 0.00140058 0.00401162 95.4035
71000 0.00444997 0.00436899 98.7266
72000 0.00182872 -0.00105843 102.227
73000 0.0012238 0.0028416 105.918
74000 0.0021005 -0.000558727 109.929
75000 0.000633858 0.009718 114.238
76000 0.00479265 0.00147856 118.841
77000 -0.0207087 -0.0212726 119.606
78000 -0.0511204 -0.0759134 61.4316
79000 -0.00382457 0.00767548 32.4658
80000 -0.0127777 -0.0207431 16.4925
81000 0.0077843 0.0278266 -7.18634
82000 -0.0185533 -0.0256228 -4.02947
83000 -0.0184398 -1.40583e-05 -2.73008
84000 -0.00720524 0.00835019 -1.29789
85000 0.0243176 -0.0237303 -0.257791
86000 -0.0276892 0.0162655 4.30429
87000 -0.00683705 -0.00604569 0.00812329
88000 0.0244375 -0.020519 -3.52503
89000 -0.000736348 0.00135075 0.808603
90000 -0.0322812 0.0234522 2.05208
91000 6.36422e-05 -0.0107648 -1.60541
92000 -0.00238428 0.0016252 -1.0938
93000 -0.00655429 -0.0111838 2.26345
94000 0.00961262 -0.00227189 -0.143887
95000 -0.015788 -0.00457085 -1.88187
96000 -0.00145901 0.00100792 1.49789
97000 0.00111244 0.0125798 1.19583
98000 -0.00102028 -0.0193818 -1.54653
99000 0.0102094 -0.000651685 -0.0358036
100000 -3.32161e-07 -0.00766548 1.24153
