# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 -0.0064808 -0.0059013 1.79453
2000 0.00554055 -0.00120604 3.93046
3000 0.0016977 0.00086119 5.99418
4000 0.0102953 0.0118742 7.9761
5000 0.0012675 -0.000283843 9.89533
6000 0.00107351 0.00330984 11.7438
7000 -0.00552292 0.00396153 13.5455
8000 0.0074647 0.00235736 15.3073
9000 0.00280687 -0.00221727 17.0222
10000 0.00731728 0.00558461 18.6948
11000 0.00242777 0.000930207 20.3281
12000 -0.00108649 0.000353143 21.9133
13000 -0.000357995 0.00511293 23.4708
14000 9.74552e-05 0.00539982 24.9815
15000 0.00281997 -0.00122287 26.4422
16000 0.00152045 -0.00228008 27.8546
17000 -0.000926487 -0.00332017 29.2207
18000 0.00549638 0.00100759 30.5452
19000 -0.000184835 0.00261276 31.8223
20000 0.00406521 0.0129191 33.0574
21000 -0.000336253 -0.000637155 34.2478
22000 0.00558879 0.00363981 35.4014
23000 -0.000589773 -7.73672e-05 36.4992
24000 -0.00218397 -0.00258214 37.5544
25000 0.00538703 -0.00165311 38.5698
26000 0.000353425 -0.00248765 39.5377
27000 0.00221955 0.00472332 40.4621
28000 0.00209453 0.00902886 41.3427
29000 -0.0034747 -0.000676038 42.1739
30000 0.00205182 0.00191981 42.9803
31000 0.00682849 0.00384643 43.7509
32000 -0.00374013 -0.00833533 44.4751
33000 0.00549586 0.00439369 45.16
34000 0.00581685 0.0100628 45.821
35000 -0.00834703 -0.00556755 46.4333
36000 0.000505922 0.00559741 47.0195
37000 0.00039668 0.000731963 47.5792
38000 0.00250714 9.95311e-05 48.11
39000 0.00808032 0.00385506 48.6144
40000 -0.00131509 -0.00716425 49.0945
41000 0.00359796 -0.00163723 49.5543
42000 0.00620018 0.00912066 49.9993
43000 -0.00716706 -0.00362708 50.442
44000 0.00221838 0.00973722 50.8693
45000 -0.00465057 -0.00160234 51.2888
46000 0.00482556 0.000132131 51.7125
47000 0.00014695 -0.001282 52.1345
48000 0.00288232 -0.000223114 52.5625
49000 0.00753893 0.00570293 52.9945
50000 -0.00433032 -0.00451254 53.4373
51000 0.00518842 0.00373336 53.8946
52000 -0.00482224 -0.00124374 54.3609
53000 0.00159414 0.0064022 54.8404
54000 0.00181942 0.00473758 55.3525
55000 0.000984473 -0.00188267 55.8876
56000 -0.000260655 -0.00093826 56.4804
57000 0.00652356 0.00496544 57.1297
58000 0.000248495 -0.00325041 57.8631
59000 0.00302543 0.00146376 58.6749
60000 0.00341149 0.00146246 59.6025
61000 0.000391521 0.00260535 60.7119
62000 -0.00734306 -0.00244415 61.9222
63000 0.00188494 0.00271268 63.3819
64000 -6.78906e-05 0.00639119 64.9869
65000 0.00505019 0.000384516 66.8478
66000 0.0029009 -0.000616937 68.8762
67000 0.0044493 0.00401967 71.1058
68000 0.00479571 0.000583624 73.5314
69000 -0.00113975 -0.000114129 76.0494
70000 -0.00243045 -0.00247514 78.7114
71000 0.00366451 0.00334115 81.508
72000 0.00347299 0.00645763 84.4266
73000 0.000832017 0.00236361 87.5042
74000 -0.00142223 0.000288458 90.7789
75000 -0.000443366 -0.000195764 94.295
76000 0.00386315 0.00409931 98.098
77000 0.00432568 0.0045308 102.153
78000 0.001921 0.000254368 106.424
79000 -0.0138039 -0.0247995 107.137
80000 -0.0287771 -0.018063 16.8502
81000 -0.00314455 0.0297894 3.43988
82000 0.00810848 -0.0221041 3.41205
83000 -0.0153956 -0.00291064 3.59929
84000 -0.00707683 -0.00480513 3.62424
85000 0.00858532 0.00877477 3.94358
86000 0.0328263 -0.00701222 3.62804
87000 0.0105716 0.0154253 3.83229
88000 -0.0111014 0.0311086 3.99259
89000 -0.00591429 0.0106097 4.03803
90000 0.0166014 -0.0130052 4.28587
91000 0.0109002 -0.0193196 4.45091
92000 -0.00304033 -0.0212733 4.63719
93000 -0.0053464 0.00719181 4.90525
94000 -0.0135321 0.011444 5.12131
95000 -0.018998 0.00415926 5.32176
96000 -0.00294569 -0.0051432 5.35517
97000 0.0100484 -0.00377621 5.56512
98000 0.0187492 0.00222462 5.69412
99000 0.00785743 0.016221 5.88451
100000 0.00123468 0.0219665 6.1945
