# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 0.019513 0.024124 1.90285
2000 -0.0252152 -0.0139237 4.24444
3000 0.00363645 0.00912586 6.54926
4000 0.00905544 -0.0015751 8.75817
5000 -0.00264351 -0.0117054 10.8815
6000 0.00628505 0.00663968 12.9542
7000 0.000218913 0.00997363 14.9463
8000 -0.0017688 0.00523861 16.884
9000 0.00307956 -3.51288e-05 18.7825
10000 0.00187358 -0.00818226 20.6316
11000 0.00798194 0.002361 22.44
12000 0.00528407 0.0125457 24.203
13000 -0.0113815 -0.00259727 25.9086
14000 0.000446388 0.00186446 27.5775
15000 0.0124233 0.00522812 29.195
16000 0.00417257 -0.00532187 30.7605
17000 -0.00152272 -0.00396228 32.2774
18000 -0.004285 0.00499107 33.7436
19000 0.00392988 0.0145639 35.1674
20000 0.00145297 0.00297091 36.5367
21000 0.00401002 -0.0060559 37.856
22000 0.00442088 -0.00491526 39.1258
23000 0.00431812 0.0051247 40.3451
24000 -0.00367705 0.00677096 41.5141
25000 -0.000270769 0.00704715 42.6294
26000 0.000182689 -0.00128319 43.7025
27000 0.00268556 -0.00906121 44.7289
28000 0.00585418 -0.00130695 45.7115
29000 0.00593707 0.00676313 46.6439
30000 -0.00449397 0.00660155 47.528
31000 -0.00675953 0.00431243 48.3808
32000 0.00254897 0.00210236 49.1799
33000 0.0114176 -8.09723e-05 49.9388
34000 0.00757699 -0.00316626 50.6607
35000 -0.00150978 -0.0005309 51.3445
36000 -0.00677292 0.00267288 51.9875
37000 -0.0050437 0.00505243 52.6081
38000 0.00449433 0.00429864 53.1898
39000 0.00508221 -0.00120937 53.7441
40000 0.00902595 -0.00219781 54.2822
41000 0.00202597 0.0002201 54.7958
42000 -0.000596787 0.00409573 55.2938
43000 -0.0059435 0.0053342 55.7825
44000 -0.00226589 0.00261031 56.2609
45000 0.00291334 0.00067259 56.7295
46000 0.00560565 -0.00380997 57.2009
47000 0.0044889 -0.00225267 57.6676
48000 0.00239181 -0.000156721 58.1359
49000 -0.00195222 0.00400862 58.6122
50000 -0.00292514 0.00492656 59.1022
51000 -0.00309554 0.00479668 59.6048
52000 0.00335765 -0.000584074 60.116
53000 0.00472141 -4.37023e-05 60.6561
54000 0.00934745 -0.00120707 61.2104
55000 0.00160716 0.000792531 61.8233
56000 0.000672602 0.00464498 62.4863
57000 -0.00321633 0.00245214 63.212
58000 -0.00361464 0.00329693 64.0271
59000 0.00208306 0.00269904 64.9328
60000 0.00335018 -0.00066563 65.9501
61000 0.00671171 0.000290867 67.1425
62000 0.00113838 -0.00313486 68.5173
63000 -0.00238856 -0.00161243 70.0834
64000 0.0015253 0.00379226 71.9259
65000 0.00220282 0.0087458 73.9447
66000 -0.00351857 0.00137826 76.2079
67000 8.03259e-05 0.000259943 78.6381
68000 0.00456763 0.0017044 81.2846
69000 0.00531628 -0.000338462 84.091
70000 0.00304565 -0.0026953 87.037
71000 0.00190044 0.00230323 90.131
72000 0.000869371 0.00307117 93.3615
73000 0.00119426 0.0027014 96.7682
74000 0.00146623 0.00385882 100.42
75000 0.00159833 0.00339634 104.319
76000 0.00210999 0.00285303 108.515
77000 0.00282948 0.00177257 113.011
78000 0.00239457 0.00272964 117.723
79000 -0.0355959 -0.0494583 91.1168
80000 -0.0202883 -0.022928 32.4664
81000 0.00454873 0.000602026 19.3918
82000 -0.00784028 -0.0115267 9.73315
83000 0.027525 0.0310101 -5.62186
84000 -0.0408752 -0.03006 -2.33176
85000 -0.00398553 -0.0128125 -0.782032
86000 0.0194916 -0.00114994 -0.516342
87000 0.0124912 0.00603456 -0.260309
88000 -0.0132327 0.0166662 -0.368675
89000 0.001465 0.013198 -0.253517
90000 -0.000244817 -0.00090975 -0.178383
91000 0.0227105 -0.00767604 0.0226168
92000 0.000421726 0.00151339 0.823297
93000 -0.010643 0.0115656 0.539871
94000 -0.017217 0.00172408 -0.1252
95000 0.0271242 -0.0214089 -0.104414
96000 0.0124524 0.00325406 -0.13703
97000 -0.0122098 0.00347185 -0.208138
98000 -0.0245498 0.0177026 0.232152
99000 0.00132664 0.0100113 0.370259
100000 0.0218233 -0.0111373 -0.245755
