# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
1000 0.147774 0.133153 6.48313
2000 -0.168857 -0.174241 9.20091
3000 0.000124137 0.00622608 11.9487
4000 0.110791 0.123031 14.6228
5000 -0.116137 -0.118898 17.2119
6000 0.0649376 0.0736457 19.6626
7000 -0.0161126 -0.00910531 22.0616
8000 -0.0106171 -0.0122417 24.3185
9000 0.027277 0.0231024 26.4758
10000 -0.0168477 -0.0123177 28.5492
11000 0.0275996 0.0195279 30.5681
12000 -0.0192643 -0.0130645 32.477
13000 0.0204384 0.0215305 34.3557
14000 -0.0183812 -0.0189317 36.1039
15000 0.0214429 0.0185525 37.7847
16000 -0.00716782 -0.014242 39.3478
17000 0.0141958 0.0220271 40.8383
18000 -0.00348226 -0.00693658 42.335
19000 0.00693415 0.00695963 43.7602
20000 0.00309981 -0.00375629 45.1223
21000 0.000864032 0.0125976 46.4168
22000 0.000417352 -0.00198626 47.6308
23000 0.0084989 0.0032259 48.7946
24000 -0.00482863 0.00450463 49.8611
25000 0.0118434 0.00199441 50.9592
26000 -0.000839637 0.00113486 52.0597
27000 0.00615297 0.00328755 53.1886
28000 -0.00331751 0.00265341 54.1405
29000 0.00285454 0.00367817 55.0114
30000 0.0063898 0.000854935 55.7963
31000 0.000926162 0.00954448 56.7098
32000 0.000864079 -4.37616e-05 57.5786
33000 0.00498821 0.00486317 58.3743
34000 -0.000397715 -0.000987953 59.2681
35000 0.00773618 0.00659778 60.025
36000 0.00561138 0.00538405 60.807
37000 -0.00308172 -0.00162003 61.5764
38000 0.00611946 0.00839324 62.3243
39000 -0.000244541 -0.00757525 63.1754
40000 0.003649 0.00625151 63.9892
41000 0.00244315 0.00637715 64.7473
42000 0.0041071 -0.00205157 65.4775
43000 -0.000719329 0.00331106 66.2117
44000 0.00934767 0.00608652 67.0055
45000 -0.000248659 -0.00402717 67.7156
46000 0.00737416 0.0120284 68.5615
47000 -0.00305444 -0.00425559 69.4199
48000 0.00477615 0.00769137 70.3655
49000 0.000609705 0.00240333 71.3933
50000 0.00382571 -0.00482494 72.2463
51000 0.00570007 0.00741259 73.2554
52000 -0.00118507 -0.0019463 74.44
53000 0.00616464 0.00963253 75.6214
54000 -0.0026287 0.00156327 76.8723
55000 0.00597524 0.00443463 78.3322
56000 0.00787797 0.00150487 80.0385
57000 -0.00342036 0.00475333 82.0234
58000 0.007723 0.00110493 84.1367
59000 -0.00146426 0.00574205 86.3776
60000 0.00574761 0.00238323 88.9432
61000 0.00270109 0.00276258 91.6004
62000 0.00616097 0.00223621 94.4779
63000 -0.00152283 0.0075669 97.5571
64000 0.00886691 -0.0027416 100.809
65000 -0.00232973 0.00648887 104.065
66000 0.00676136 -0.00172973 107.615
67000 0.00220608 0.00558022 111.256
68000 -0.00152982 0.00465399 115.032
69000 0.00745282 -0.00118519 118.975
70000 0.00145543 0.00692532 123.222
71000 0.00580779 -0.00185574 127.643
72000 -0.00277114 0.00960862 132.377
73000 0.00837722 -0.000865061 137.392
74000 -0.0177949 -0.00481767 133.715
75000 -0.00791818 -0.0138459 82.3766
76000 -0.00211897 0.000531827 49.2865
77000 -0.00096128 -0.00198084 36.3997
78000 -0.000972437 -0.000241178 26.8623
79000 -0.00375479 -0.00142831 16.4033
80000 -0.00344785 -0.00724253 -1.97941
81000 -0.0200105 -0.0174899 -20.3678
82000 -0.0446271 -0.0624534 -12.721
83000 0.00476443 -0.00383812 1.98867
84000 0.0183279 0.00906188 5.52502
85000 -0.0231719 -0.0163505 3.92847
86000 -0.0245576 -0.0393282 -0.360786
87000 0.0132807 -0.0759849 -3.51278
88000 -0.0346905 0.0681443 -0.816451
89000 -0.000574088 0.0174391 -0.888146
90000 -0.00334939 -0.0556335 -1.12814
91000 -0.0171302 0.0238521 1.24189
92000 0.0064272 0.0101945 2.32519
93000 -0.0261342 -0.0457028 -0.518287
94000 -0.00266955 -0.00558311 -1.35974
95000 -0.00272295 -0.0404922 -1.37701
96000 -0.0191212 0.0243825 0.574336
97000 0.0438376 -0.00530521 1.58744
98000 -0.0347984 -0.00904673 0.105891
99000 -0.0102249 0.00036553 -1.07223
100000 -0.0323523 -0.0468012 -1.17205
