Angle,Fracture Stress (GPa)
1,108.161038608801
3,105.137665557526
5,104.320268242537
7,99.8386942447852
9,98.8023209150316
11,100.541832140152
13,99.8360698124888
15,100.054481286403
17,99.2441336223288
19,99.6218785389509
